Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
GM - Regression Suite for Reporting Tool,Chrome 65.0.3325.181,This will be the regression testing suite. Any regression tests go in here,2018-03-30 09:31:58,2018-03-30 09:38:32,6m - 33.841s,FAILED
,,,,,,
Test Cases/Browser Start,Chrome 65.0.3325.181,,2018-03-30 09:31:58,2018-03-30 09:32:17,19.206s,PASSED
openBrowser,Chrome 65.0.3325.181,,2018-03-30 09:31:58,2018-03-30 09:32:06,7.587s,PASSED
maximizeWindow,Chrome 65.0.3325.181,,2018-03-30 09:32:06,2018-03-30 09:32:07,1.153s,PASSED
navigateToUrl,Chrome 65.0.3325.181,,2018-03-30 09:32:07,2018-03-30 09:32:12,5.234s,PASSED
delay,Chrome 65.0.3325.181,,2018-03-30 09:32:12,2018-03-30 09:32:17,5.015s,PASSED
comment,Chrome 65.0.3325.181,,2018-03-30 09:32:17,2018-03-30 09:32:17,0.004s,PASSED
,,,,,,
Test Cases/Regression - Logging in and Logging out,Chrome 65.0.3325.181,This is to just test the logging in and logging out.,2018-03-30 09:32:17,2018-03-30 09:38:29,6m - 11.501s,PASSED
openBrowser,Chrome 65.0.3325.181,,2018-03-30 09:32:18,2018-03-30 09:32:20,2.496s,PASSED
navigateToUrl,Chrome 65.0.3325.181,,2018-03-30 09:32:20,2018-03-30 09:32:22,1.370s,PASSED
maximizeWindow,Chrome 65.0.3325.181,,2018-03-30 09:32:22,2018-03-30 09:32:23,1.125s,PASSED
delay,Chrome 65.0.3325.181,,2018-03-30 09:32:23,2018-03-30 09:32:25,2.002s,PASSED
mouseOver,Chrome 65.0.3325.181,,2018-03-30 09:32:25,2018-03-30 09:32:25,0.102s,PASSED
click,Chrome 65.0.3325.181,,2018-03-30 09:32:25,2018-03-30 09:32:25,0.690s,PASSED
delay,Chrome 65.0.3325.181,,2018-03-30 09:32:25,2018-03-30 09:32:27,2.001s,PASSED
