Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
click,Chrome 66.0.3359.139,,2018-05-03 15:45:23,2018-05-03 15:45:27,4.576s,PASSED
click,Chrome 66.0.3359.139,,2018-05-03 15:45:27,2018-05-03 15:45:31,4.075s,PASSED
click,Chrome 66.0.3359.139,,2018-05-03 15:45:31,2018-05-03 15:45:36,5.017s,PASSED
click,Chrome 66.0.3359.139,,2018-05-03 15:45:36,2018-05-03 15:45:41,4.313s,PASSED
mouseOver,Chrome 66.0.3359.139,,2018-05-03 15:45:41,2018-05-03 15:45:47,6.039s,PASSED
click,Chrome 66.0.3359.139,,2018-05-03 15:45:47,2018-05-03 15:45:51,4.449s,PASSED
click,Chrome 66.0.3359.139,,2018-05-03 15:45:51,2018-05-03 15:45:55,4.082s,PASSED
click,Chrome 66.0.3359.139,,2018-05-03 15:45:55,2018-05-03 15:46:00,4.507s,PASSED
mouseOver,Chrome 66.0.3359.139,,2018-05-03 15:46:00,2018-05-03 15:46:06,6.038s,PASSED
click,Chrome 66.0.3359.139,,2018-05-03 15:46:06,2018-05-03 15:46:10,4.547s,PASSED
click,Chrome 66.0.3359.139,,2018-05-03 15:46:10,2018-05-03 15:46:14,4.092s,PASSED
click,Chrome 66.0.3359.139,,2018-05-03 15:46:14,2018-05-03 15:46:19,4.519s,PASSED
click,Chrome 66.0.3359.139,,2018-05-03 15:46:19,2018-05-03 15:46:23,4.378s,PASSED
,,,,,,
Test Cases/Logging Out,Chrome 66.0.3359.139,Logging out of the US Lead Gen Reporting Tool,2018-05-03 15:46:23,2018-05-03 15:46:35,11.554s,PASSED
openBrowser,Chrome 66.0.3359.139,,2018-05-03 15:46:23,2018-05-03 15:46:23,0.001s,NOT_RUN
navigateToUrl,Chrome 66.0.3359.139,,2018-05-03 15:46:23,2018-05-03 15:46:23,0.000s,NOT_RUN
maximizeWindow,Chrome 66.0.3359.139,,2018-05-03 15:46:23,2018-05-03 15:46:23,0.001s,NOT_RUN
callTestCase,Chrome 66.0.3359.139,,2018-05-03 15:46:23,2018-05-03 15:46:23,0.000s,NOT_RUN
comment,Chrome 66.0.3359.139,,2018-05-03 15:46:23,2018-05-03 15:46:23,0.001s,PASSED
mouseOver,Chrome 66.0.3359.139,,2018-05-03 15:46:23,2018-05-03 15:46:29,6.039s,PASSED
delay,Chrome 66.0.3359.139,,2018-05-03 15:46:29,2018-05-03 15:46:30,1.001s,PASSED
click,Chrome 66.0.3359.139,,2018-05-03 15:46:30,2018-05-03 15:46:35,4.425s,PASSED
