Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
GM - Regression Suite for Reporting Tool,Chrome 66.0.3359.139,This will be the regression testing suite. Any regression tests go in here,2018-05-03 12:44:37,2018-05-03 12:53:33,8m - 56.274s,ERROR
,,,,,,
Test Cases/Regression - Logging in and Logging out,Chrome 66.0.3359.139,This is to just test the logging in and logging out.,2018-05-03 12:44:37,2018-05-03 12:52:06,7m - 29.632s,PASSED
openBrowser,Chrome 66.0.3359.139,,2018-05-03 12:44:37,2018-05-03 12:44:44,6.638s,PASSED
navigateToUrl,Chrome 66.0.3359.139,,2018-05-03 12:44:44,2018-05-03 12:44:47,3.458s,PASSED
maximizeWindow,Chrome 66.0.3359.139,,2018-05-03 12:44:47,2018-05-03 12:44:50,3.137s,PASSED
mouseOver,Chrome 66.0.3359.139,,2018-05-03 12:44:50,2018-05-03 12:44:56,6.070s,PASSED
click,Chrome 66.0.3359.139,,2018-05-03 12:44:56,2018-05-03 12:45:01,4.437s,PASSED
setText,Chrome 66.0.3359.139,,2018-05-03 12:45:01,2018-05-03 12:45:09,8.135s,PASSED
setText,Chrome 66.0.3359.139,,2018-05-03 12:45:09,2018-05-03 12:45:17,8.097s,PASSED
click,Chrome 66.0.3359.139,,2018-05-03 12:45:17,2018-05-03 12:45:22,4.535s,PASSED
mouseOver,Chrome 66.0.3359.139,,2018-05-03 12:45:22,2018-05-03 12:45:28,6.043s,PASSED
click,Chrome 66.0.3359.139,,2018-05-03 12:45:28,2018-05-03 12:45:32,4.395s,PASSED
mouseOver,Chrome 66.0.3359.139,,2018-05-03 12:45:32,2018-05-03 12:45:38,6.070s,PASSED
click,Chrome 66.0.3359.139,,2018-05-03 12:45:38,2018-05-03 12:45:42,4.309s,PASSED
setText,Chrome 66.0.3359.139,,2018-05-03 12:45:42,2018-05-03 12:45:51,8.125s,PASSED
setText,Chrome 66.0.3359.139,,2018-05-03 12:45:51,2018-05-03 12:45:59,8.095s,PASSED
click,Chrome 66.0.3359.139,,2018-05-03 12:45:59,2018-05-03 12:46:09,9.998s,PASSED
mouseOver,Chrome 66.0.3359.139,,2018-05-03 12:46:09,2018-05-03 12:46:20,11.044s,PASSED
click,Chrome 66.0.3359.139,,2018-05-03 12:46:20,2018-05-03 12:46:30,9.836s,PASSED
mouseOver,Chrome 66.0.3359.139,,2018-05-03 12:46:30,2018-05-03 12:46:41,11.042s,PASSED
click,Chrome 66.0.3359.139,,2018-05-03 12:46:41,2018-05-03 12:46:50,9.740s,PASSED
setText,Chrome 66.0.3359.139,,2018-05-03 12:46:50,2018-05-03 12:46:58,8.113s,PASSED
setText,Chrome 66.0.3359.139,,2018-05-03 12:46:58,2018-05-03 12:47:07,8.090s,PASSED
click,Chrome 66.0.3359.139,,2018-05-03 12:47:07,2018-05-03 12:47:16,9.683s,PASSED
mouseOver,Chrome 66.0.3359.139,,2018-05-03 12:47:16,2018-05-03 12:47:27,11.040s,PASSED
click,Chrome 66.0.3359.139,,2018-05-03 12:47:27,2018-05-03 12:47:37,9.749s,PASSED
mouseOver,Chrome 66.0.3359.139,,2018-05-03 12:47:37,2018-05-03 12:47:48,11.042s,PASSED
click,Chrome 66.0.3359.139,,2018-05-03 12:47:48,2018-05-03 12:47:58,9.727s,PASSED
setText,Chrome 66.0.3359.139,,2018-05-03 12:47:58,2018-05-03 12:48:06,8.113s,PASSED
